category,big,majestic,prob
man,0,0,0.027260283956487243
man,0,1,0.10453660854464918
man,0,2,0.11279225909619144
man,1,0,0.05596243417183002
man,1,1,0.231369365846699
man,1,2,0.24994457958766908
man,2,0,0.054160932341878146
man,2,1,0.059952624530988305
man,2,2,0.06201653716887384
whale,0,0,0.00016612411126334177
whale,0,1,0.0008821691571136719
whale,0,2,0.0010415494862602407
whale,1,0,0.0003288022037803214
whale,1,1,0.0017522772486150743
whale,1,2,0.0020693148975350338
whale,2,0,0.0033304084414445784
whale,2,1,0.014964511989667771
whale,2,2,0.017469217219053947
